Altium Designer Pick and Place Locations
G:\Git\R32-Micro\Source\Project Outputs for PicoPrint\Pick Place for PicoPrint.csv

========================================================================================================================
File Design Information:

Date:       23/08/18
Time:       22:02
Revision:   74b5c5778215f4dcd26128795eecb0e51b925c7b
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C44","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","58.6750","41.7250","360","Capacitor (SMD Ceramic)"
"C53","CapC-0402-100nF","TopLayer","CAP_1005-0402","52.7000","53.7750","360","Capacitor (SMD Ceramic)"
"C54","CapC-0402-470nF","TopLayer","CAP_1005-0402","53.8000","44.0997","360","Capacitor (SMD Ceramic)"
"C56","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","53.8040","45.2640","360","Capacitor (SMD Ceramic)"
"C61","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","59.6840","57.4140","180","Capacitor (SMD Ceramic)"
"C62","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","56.9674","57.4140","360","Capacitor (SMD Ceramic)"
"C65","CapC-0402-100nF","TopLayer","CAP_1005-0402","62.7500","51.8250","360","Capacitor (SMD Ceramic)"
"C70","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","51.5340","57.4140","180","Capacitor (SMD Ceramic)"
"C71","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","54.2507","57.4140","360","Capacitor (SMD Ceramic)"
"P27","Z-MOTOR","TopLayer","HDR2X4-HEADER","55.5900","61.0800","180","Header, 4-Pin, Dual row"
"R57","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","62.2500","50.3250","180","Resistor"
"U7","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","55.6000","50.0750","270","Stepper Driver IC"
"R60","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","48.9500","50.3250","0","Resistor"
"C74","CapC-0402-100nF","TopLayer","CAP_1005-0402","48.4500","51.8250","180","Capacitor (SMD Ceramic)"
"C43","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","50.6750","48.0250","180","Capacitor (SMD Ceramic)"
"C95","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","65.1903","45.2283","180","Capacitor (SMD Polarised Electrolytic)"
"R13","Res-0402-4K7","TopLayer","RESC1005X40N","67.6880","54.2600","180","Resistor"
"P9","Z-STOP","TopLayer","HDR1X3-HEADER","65.1900","62.3500","360","Header, 3-Pin"
"D3","Dual Schottky 100mA 30V SOT523","TopLayer","SOT523","63.0000","53.9000","0","Diode (SMD)"
"C4","CapC-0402-100nF","TopLayer","CAP_1005-0402","65.4100","54.2600","360","Capacitor (SMD Ceramic)"
"P39","Z_STOP_SEL","TopLayer","HDR1X3-HEADER","65.1900","57.2500","180","Header, 3-Pin"
"C126","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","72.9750","41.7250","180","Capacitor (SMD Ceramic)"
"C75","CapC-0402-22nF-50V","TopLayer","CAP_1005-0402","75.9040","45.2636","360","Capacitor (SMD Ceramic)"
"C76","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","78.2040","45.2636","180","Capacitor (SMD Ceramic)"
"C79","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","79.7250","48.0250","360","Capacitor (SMD Ceramic)"
"C81","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","77.8750","41.7250","360","Capacitor (SMD Ceramic)"
"C85","CapC-0402-100nF","TopLayer","CAP_1005-0402","71.9000","53.7750","360","Capacitor (SMD Ceramic)"
"C86","CapC-0402-470nF","TopLayer","CAP_1005-0402","73.0000","44.0997","360","Capacitor (SMD Ceramic)"
"C88","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","73.0040","45.2640","360","Capacitor (SMD Ceramic)"
"C97","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","78.8840","57.4140","180","Capacitor (SMD Ceramic)"
"C98","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","76.1674","57.4140","360","Capacitor (SMD Ceramic)"
"C101","CapC-0402-100nF","TopLayer","CAP_1005-0402","81.9500","51.8250","360","Capacitor (SMD Ceramic)"
"C103","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","70.7340","57.4140","180","Capacitor (SMD Ceramic)"
"C104","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","73.4507","57.4140","360","Capacitor (SMD Ceramic)"
"P33","E0-MOTOR","TopLayer","HDR2X4-HEADER","74.7900","61.0800","180","Header, 4-Pin, Dual row"
"R61","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","81.4500","50.3250","180","Resistor"
"U8","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","74.8000","50.0750","270","Stepper Driver IC"
"R63","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","68.1500","50.3250","0","Resistor"
"C107","CapC-0402-100nF","TopLayer","CAP_1005-0402","67.6500","51.8250","180","Capacitor (SMD Ceramic)"
"C80","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","69.8750","48.0250","180","Capacitor (SMD Ceramic)"
"C96","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","84.3903","45.2283","180","Capacitor (SMD Polarised Electrolytic)"
"R15","Res-0402-4K7","TopLayer","RESC1005X40N","86.8880","54.2600","180","Resistor"
"P3","E-STOP","TopLayer","HDR1X3-HEADER","84.3900","62.3500","360","Header, 3-Pin"
"D4","Dual Schottky 100mA 30V SOT523","TopLayer","SOT523","82.2000","53.9000","0","Diode (SMD)"
"C5","CapC-0402-100nF","TopLayer","CAP_1005-0402","84.6100","54.2600","360","Capacitor (SMD Ceramic)"
"P40","E_STOP_SEL","TopLayer","HDR1X3-HEADER","84.3900","57.2500","180","Header, 3-Pin"
"C127","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","92.1750","41.7250","180","Capacitor (SMD Ceramic)"
"C77","CapC-0402-22nF-50V","TopLayer","CAP_1005-0402","95.1040","45.2636","360","Capacitor (SMD Ceramic)"
"C78","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","97.4040","45.2636","180","Capacitor (SMD Ceramic)"
"C82","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","98.9250","48.0250","360","Capacitor (SMD Ceramic)"
"C84","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","97.0750","41.7250","360","Capacitor (SMD Ceramic)"
"C89","CapC-0402-100nF","TopLayer","CAP_1005-0402","91.1000","53.7750","360","Capacitor (SMD Ceramic)"
"C90","CapC-0402-470nF","TopLayer","CAP_1005-0402","92.2000","44.0997","360","Capacitor (SMD Ceramic)"
"C92","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","92.2040","45.2640","360","Capacitor (SMD Ceramic)"
"C99","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","98.0840","57.4140","180","Capacitor (SMD Ceramic)"
"C100","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","95.3674","57.4140","360","Capacitor (SMD Ceramic)"
"C102","CapC-0402-100nF","TopLayer","CAP_1005-0402","101.1500","51.8250","360","Capacitor (SMD Ceramic)"
"C105","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","89.9340","57.4140","180","Capacitor (SMD Ceramic)"
"C106","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","92.6507","57.4140","360","Capacitor (SMD Ceramic)"
"P35","E1-MOTOR","TopLayer","HDR2X4-HEADER","93.9900","61.0800","180","Header, 4-Pin, Dual row"
"R62","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","100.6500","50.3250","180","Resistor"
"U9","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","94.0000","50.0750","270","Stepper Driver IC"
"R64","Res-0805-0R11-0.333W","TopLayer","RES_2012-0805","87.3500","50.3250","0","Resistor"
"C108","CapC-0402-100nF","TopLayer","CAP_1005-0402","86.8500","51.8250","180","Capacitor (SMD Ceramic)"
"C83","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","89.0750","48.0250","180","Capacitor (SMD Ceramic)"
