Altium Designer Pick and Place Locations
G:\Git\R32-Micro\Source\Project Outputs for PicoPrint\Pick Place for PicoPrint.csv

========================================================================================================================
File Design Information:

Date:       01/05/18
Time:       20:40
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"D7","Diode Schottky 100mA 30V (Dual)","TopLayer","SOT523","52.200","27.200","90","Default Diode"
"D6","Diode Schottky 100mA 30V (Dual)","TopLayer","SOT523","104.075","50.800","0","Default Diode"
"D5","Diode Schottky 100mA 30V (Dual)","TopLayer","SOT523","104.075","55.600","0","Default Diode"
"C124","CapC-0402-100nF","TopLayer","CAP_1005-0402","41.529","14.224","90","Capacitor (SMD Ceramic)"
"C123","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","90.170","31.750","360","Capacitor (SMD Ceramic)"
"C122","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","90.678","37.592","360","Capacitor (SMD Ceramic)"
"C121","CapC-0805-22uF 6.3V","TopLayer","CAPC2012X135N","95.631","34.290","90","Capacitor (SMD Ceramic)"
"C120","CapC-0805-22uF 6.3V","TopLayer","CAPC2012X135N","93.599","34.290","90","Capacitor (SMD Ceramic)"
"C119","CapC-1210-4.7uF-50V","TopLayer","CAP_3225-1210","93.980","30.861","0","Capacitor (SMD Ceramic)"
"C118","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","93.231","25.400","270","Capacitor (SMD Polarised Electrolytic)"
"C117","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","100.965","24.638","180","Capacitor (SMD Ceramic)"
"C116","CapE-5.0-100uF-6.3V","TopLayer","CAP_EL_5mm","85.725","34.811","180","Capacitor (SMD Polarised Electrolytic)"
"C115","CapC-0402-100nF","TopLayer","CAP_1005-0402","101.600","30.861","90","Capacitor (SMD Ceramic)"
"C113","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","100.965","26.162","180","Capacitor (SMD Ceramic)"
"C111","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","74.156","38.989","90","Capacitor (SMD Ceramic)"
"C110","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","74.156","36.703","270","Capacitor (SMD Ceramic)"
"C109","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","100.300","60.175","270","Capacitor (SMD Ceramic)"
"C67","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","15.851","57.414","360","Capacitor (SMD Ceramic)"
"C66","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","13.134","57.414","180","Capacitor (SMD Ceramic)"
"C63","CapC-0402-100nF","TopLayer","CAP_1005-0402","24.350","51.825","360","Capacitor (SMD Ceramic)"
"C58","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","18.567","57.414","360","Capacitor (SMD Ceramic)"
"C57","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","21.284","57.414","180","Capacitor (SMD Ceramic)"
"C48","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","15.404","45.264","360","Capacitor (SMD Ceramic)"
"C46","CapC-0402-470nF","TopLayer","CAP_1005-0402","15.400","44.100","360","Capacitor (SMD Ceramic)"
"C45","CapC-0402-100nF","TopLayer","CAP_1005-0402","14.300","53.775","360","Capacitor (SMD Ceramic)"
"C37","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","20.275","41.725","360","Capacitor (SMD Ceramic)"
"C35","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","22.125","48.025","360","Capacitor (SMD Ceramic)"
"C30","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","20.604","45.264","180","Capacitor (SMD Ceramic)"
"C29","CapC-0402-22nF-50V","TopLayer","CAP_1005-0402","18.304","45.264","360","Capacitor (SMD Ceramic)"
"C28","CapC-1210-4.7uF-50V","TopLayer","CAP_3225-1210","98.171","14.705","360","Capacitor (SMD Ceramic)"
"C27","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","98.298","18.923","180","Capacitor (SMD Ceramic)"
"C26","CapC-0402-1uF-10V","TopLayer","CAP_1005-0402","65.700","26.900","90","Capacitor (SMD Ceramic)"
"C25","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","41.723","26.462","90","Capacitor (SMD Ceramic)"
"C24","CapC-0402-100nF","TopLayer","CAP_1005-0402","40.640","26.462","90","Capacitor (SMD Ceramic)"
"C22","CapC-0402-100nF","TopLayer","CAP_1005-0402","41.529","18.804","90","Capacitor (SMD Ceramic)"
"C21","CapC-0402-100nF","TopLayer","CAP_1005-0402","42.820","26.460","270","Capacitor (SMD Ceramic)"
"C20","CapC-0402-100nF","TopLayer","CAP_1005-0402","36.322","31.623","180","Capacitor (SMD Ceramic)"
"C19","CapC-0402-100nF","TopLayer","CAP_1005-0402","25.273","31.623","180","Capacitor (SMD Ceramic)"
"C18","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","21.590","16.383","270","Capacitor (SMD Ceramic)"
"C17","CapC-0805-10uF 6.3V","TopLayer","CAPC2012X135N","43.180","18.288","90","Capacitor (SMD Ceramic)"
"C16","CapC-0402-1uF-10V","TopLayer","CAP_1005-0402","60.700","26.900","90","Capacitor (SMD Ceramic)"
"C15","CapC-0402-1uF-10V","TopLayer","CAP_1005-0402","55.700","26.900","90","Capacitor (SMD Ceramic)"
"C14","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","26.273","32.893","360","Capacitor (SMD Ceramic)"
"C13","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","20.320","17.383","90","Capacitor (SMD Ceramic)"
"C12","CapC-0402-100nF","TopLayer","CAP_1005-0402","10.541","9.398","360","Capacitor (SMD Ceramic)"
"C11","CapC-0402-100nF","TopLayer","CAP_1005-0402","45.847","35.179","270","Capacitor (SMD Ceramic)"
"C10","CapC-0402-1uF-10V","TopLayer","CAP_1005-0402","50.700","26.900","90","Capacitor (SMD Ceramic)"
"C9","CapC-0402-100nF","TopLayer","CAP_1005-0402","103.500","48.400","90","Capacitor (SMD Ceramic)"
"C8","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","2.413","35.052","0","Capacitor (SMD Ceramic)"
"C7","CapC-0402-100nF","TopLayer","CAP_1005-0402","59.182","35.179","270","Capacitor (SMD Ceramic)"
"C6","CapC-0402-100nF","TopLayer","CAP_1005-0402","103.500","53.200","90","Capacitor (SMD Ceramic)"
"C1","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","6.604","52.324","90","Capacitor (SMD Ceramic)"
"FB3","120R @ 100 MHz","TopLayer","INDC1608N","7.620","9.271","360","Ferrite bead 120 Ohm at 100 MHz 2A 0603 SMD"
"LD13","GREEN","TopLayer","LED_0402","91.694","20.193","360","Hyper-Bright LED (Green)"
"C23","CapC-0402-100nF","TopLayer","CAP_1005-0402","37.090","12.705","360","Capacitor (SMD Ceramic)"
"C38","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","15.375","41.725","180","Capacitor (SMD Ceramic)"
"C114","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","34.575","41.725","180","Capacitor (SMD Ceramic)"
"C31","CapC-0402-22nF-50V","TopLayer","CAP_1005-0402","37.504","45.264","360","Capacitor (SMD Ceramic)"
"C32","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","39.804","45.264","180","Capacitor (SMD Ceramic)"
"C39","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","41.325","48.025","360","Capacitor (SMD Ceramic)"
"C41","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","39.475","41.725","360","Capacitor (SMD Ceramic)"
"C49","CapC-0402-100nF","TopLayer","CAP_1005-0402","33.500","53.775","360","Capacitor (SMD Ceramic)"
"C50","CapC-0402-470nF","TopLayer","CAP_1005-0402","34.600","44.100","360","Capacitor (SMD Ceramic)"
"C52","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","34.604","45.264","360","Capacitor (SMD Ceramic)"
"C59","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","40.484","57.414","180","Capacitor (SMD Ceramic)"
"C60","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","37.767","57.414","360","Capacitor (SMD Ceramic)"
"C64","CapC-0402-100nF","TopLayer","CAP_1005-0402","43.550","51.825","360","Capacitor (SMD Ceramic)"
"C68","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","32.334","57.414","180","Capacitor (SMD Ceramic)"
"C69","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","35.051","57.414","360","Capacitor (SMD Ceramic)"
"P23","Y-MOTOR","TopLayer","HDR2X4-HEADER","36.390","61.080","180","Header, 4-Pin, Dual row"
"R56","Res-0805-0R11","TopLayer","RES_2012-0805","43.050","50.325","180","Resistor"
"U6","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","36.400","50.075","270","Stepper Driver IC"
"R59","Res-0805-0R11","TopLayer","RES_2012-0805","29.750","50.325","0","Resistor"
"C73","CapC-0402-100nF","TopLayer","CAP_1005-0402","29.250","51.825","180","Capacitor (SMD Ceramic)"
"C40","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","31.475","48.025","180","Capacitor (SMD Ceramic)"
"C94","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","45.990","45.228","180","Capacitor (SMD Polarised Electrolytic)"
"R8","Res-0402-1K","TopLayer","RESC1005X40N","48.488","54.260","180","Resistor"
"P6","Y_STOP","TopLayer","HDR1X3-HEADER","45.990","62.350","360","Header, 3-Pin"
"D2","Diode Schottky 100mA 30V (Dual)","TopLayer","SOT523","43.800","53.900","0","Default Diode"
"C3","CapC-0402-100nF","TopLayer","CAP_1005-0402","46.210","54.260","360","Capacitor (SMD Ceramic)"
"P38","Y_STOP_SEL","TopLayer","HDR1X3-HEADER","45.990","57.250","180","Header, 3-Pin"
"C125","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","53.775","41.725","180","Capacitor (SMD Ceramic)"
"C33","CapC-0402-22nF-50V","TopLayer","CAP_1005-0402","56.704","45.264","360","Capacitor (SMD Ceramic)"
"C34","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","59.004","45.264","180","Capacitor (SMD Ceramic)"
"C42","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","60.525","48.025","360","Capacitor (SMD Ceramic)"
"C44","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","58.675","41.725","360","Capacitor (SMD Ceramic)"
"C53","CapC-0402-100nF","TopLayer","CAP_1005-0402","52.700","53.775","360","Capacitor (SMD Ceramic)"
"C54","CapC-0402-470nF","TopLayer","CAP_1005-0402","53.800","44.100","360","Capacitor (SMD Ceramic)"
"C56","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","53.804","45.264","360","Capacitor (SMD Ceramic)"
"C61","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","59.684","57.414","180","Capacitor (SMD Ceramic)"
"C62","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","56.967","57.414","360","Capacitor (SMD Ceramic)"
"C65","CapC-0402-100nF","TopLayer","CAP_1005-0402","62.750","51.825","360","Capacitor (SMD Ceramic)"
"C70","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","51.534","57.414","180","Capacitor (SMD Ceramic)"
"C71","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","54.251","57.414","360","Capacitor (SMD Ceramic)"
"P27","Z-MOTOR","TopLayer","HDR2X4-HEADER","55.590","61.080","180","Header, 4-Pin, Dual row"
"R57","Res-0805-0R11","TopLayer","RES_2012-0805","62.250","50.325","180","Resistor"
"U7","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","55.600","50.075","270","Stepper Driver IC"
"R60","Res-0805-0R11","TopLayer","RES_2012-0805","48.950","50.325","0","Resistor"
"C74","CapC-0402-100nF","TopLayer","CAP_1005-0402","48.450","51.825","180","Capacitor (SMD Ceramic)"
"C43","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","50.675","48.025","180","Capacitor (SMD Ceramic)"
"C95","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","65.190","45.228","180","Capacitor (SMD Polarised Electrolytic)"
"R13","Res-0402-1K","TopLayer","RESC1005X40N","67.688","54.260","180","Resistor"
"P9","Z-STOP","TopLayer","HDR1X3-HEADER","65.190","62.350","360","Header, 3-Pin"
"D3","Diode Schottky 100mA 30V (Dual)","TopLayer","SOT523","63.000","53.900","0","Default Diode"
"C4","CapC-0402-100nF","TopLayer","CAP_1005-0402","65.410","54.260","360","Capacitor (SMD Ceramic)"
"P39","Z_STOP_SEL","TopLayer","HDR1X3-HEADER","65.190","57.250","180","Header, 3-Pin"
"C126","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","72.975","41.725","180","Capacitor (SMD Ceramic)"
"C75","CapC-0402-22nF-50V","TopLayer","CAP_1005-0402","75.904","45.264","360","Capacitor (SMD Ceramic)"
"C76","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","78.204","45.264","180","Capacitor (SMD Ceramic)"
"C79","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","79.725","48.025","360","Capacitor (SMD Ceramic)"
"C81","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","77.875","41.725","360","Capacitor (SMD Ceramic)"
"C85","CapC-0402-100nF","TopLayer","CAP_1005-0402","71.900","53.775","360","Capacitor (SMD Ceramic)"
"C86","CapC-0402-470nF","TopLayer","CAP_1005-0402","73.000","44.100","360","Capacitor (SMD Ceramic)"
"C88","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","73.004","45.264","360","Capacitor (SMD Ceramic)"
"C97","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","78.884","57.414","180","Capacitor (SMD Ceramic)"
"C98","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","76.167","57.414","360","Capacitor (SMD Ceramic)"
"C101","CapC-0402-100nF","TopLayer","CAP_1005-0402","81.950","51.825","360","Capacitor (SMD Ceramic)"
"C103","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","70.734","57.414","180","Capacitor (SMD Ceramic)"
"C104","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","73.451","57.414","360","Capacitor (SMD Ceramic)"
"P33","E0-MOTOR","TopLayer","HDR2X4-HEADER","74.790","61.080","180","Header, 4-Pin, Dual row"
"R61","Res-0805-0R11","TopLayer","RES_2012-0805","81.450","50.325","180","Resistor"
"U8","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","74.800","50.075","270","Stepper Driver IC"
"R63","Res-0805-0R11","TopLayer","RES_2012-0805","68.150","50.325","0","Resistor"
"C107","CapC-0402-100nF","TopLayer","CAP_1005-0402","67.650","51.825","180","Capacitor (SMD Ceramic)"
"C80","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","69.875","48.025","180","Capacitor (SMD Ceramic)"
"C96","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","84.390","45.228","180","Capacitor (SMD Polarised Electrolytic)"
"R15","Res-0402-1K","TopLayer","RESC1005X40N","86.888","54.260","180","Resistor"
"P3","E-STOP","TopLayer","HDR1X3-HEADER","84.390","62.350","360","Header, 3-Pin"
"D4","Diode Schottky 100mA 30V (Dual)","TopLayer","SOT523","82.200","53.900","0","Default Diode"
"C5","CapC-0402-100nF","TopLayer","CAP_1005-0402","84.610","54.260","360","Capacitor (SMD Ceramic)"
"P40","E_STOP_SEL","TopLayer","HDR1X3-HEADER","84.390","57.250","180","Header, 3-Pin"
"C127","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","92.175","41.725","180","Capacitor (SMD Ceramic)"
"C77","CapC-0402-22nF-50V","TopLayer","CAP_1005-0402","95.104","45.264","360","Capacitor (SMD Ceramic)"
"C78","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","97.404","45.264","180","Capacitor (SMD Ceramic)"
"C82","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","98.925","48.025","360","Capacitor (SMD Ceramic)"
"C84","CapC-0603-1uF 50V","TopLayer","Cap_1608-0603","97.075","41.725","360","Capacitor (SMD Ceramic)"
"C89","CapC-0402-100nF","TopLayer","CAP_1005-0402","91.100","53.775","360","Capacitor (SMD Ceramic)"
"C90","CapC-0402-470nF","TopLayer","CAP_1005-0402","92.200","44.100","360","Capacitor (SMD Ceramic)"
"C92","CapC-0402-4.7uF-10V","TopLayer","CAP_1005-0402","92.204","45.264","360","Capacitor (SMD Ceramic)"
"C99","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","98.084","57.414","180","Capacitor (SMD Ceramic)"
"C100","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","95.367","57.414","360","Capacitor (SMD Ceramic)"
"C102","CapC-0402-100nF","TopLayer","CAP_1005-0402","101.150","51.825","360","Capacitor (SMD Ceramic)"
"C105","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","89.934","57.414","180","Capacitor (SMD Ceramic)"
"C106","CapC-0402-470pF-100V","TopLayer","CAP_1005-0402","92.651","57.414","360","Capacitor (SMD Ceramic)"
"P35","E1-MOTOR","TopLayer","HDR2X4-HEADER","93.990","61.080","180","Header, 4-Pin, Dual row"
"R62","Res-0805-0R11","TopLayer","RES_2012-0805","100.650","50.325","180","Resistor"
"U9","TMC2130-LA","TopLayer","QFN50P500X600X90_HS-37N","94.000","50.075","270","Stepper Driver IC"
"R64","Res-0805-0R11","TopLayer","RES_2012-0805","87.350","50.325","0","Resistor"
"C108","CapC-0402-100nF","TopLayer","CAP_1005-0402","86.850","51.825","180","Capacitor (SMD Ceramic)"
"C83","CapC-0402-100nF-50V","TopLayer","CAP_1005-0402","89.075","48.025","180","Capacitor (SMD Ceramic)"
